"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed May 29 02:16:52 GMT 2024","Wed May 29 02:17:07 GMT 2024","15375","Papernest Magazine Flow","","","","","Completes the magazine address change flow",""
