"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 29 01:23:35 GMT 2024","Wed May 29 01:24:03 GMT 2024","28353","Papernest Magazine Flow","","","","","Completes the magazine address change flow",""
